period,reporting_rate
202502,21.319298245614036
202410,21.392857142857142
202406,21.31569664902998
202505,21.400709219858157
202501,21.447227191413237
202504,21.3415061295972
202407,21.395796847635726
202411,21.359929078014183
202409,21.343416370106763
202408,21.32
202412,21.402852049910873
202503,21.402826855123674
